"ID","Price","AccruedInterest","Yield","Term","ModifiedDuration","KeyRateDuration","Convexity"
"2","93.699406000000","0.308219","3.542914","3.3","3.1575","{""KeyRate1Y"": -0.019, ""KeyRate2Y"": -0.044, ""KeyRate3M"": 0.002, ""KeyRate3Y"": 2.273, ""KeyRate4Y"": 0.924, ""KeyRate5Y"": 0.0, ""KeyRate6M"": -0.006, ""KeyRate6Y"": 0.0, ""KeyRate7Y"": 0.0, ""KeyRate8Y"": 0.0, ""KeyRate9Y"": 0.0, ""KeyRate10Y"": 0.0, ""KeyRate15Y"": 0.0, ""KeyRate20Y"": 0.0, ""KeyRate25Y"": 0.0, ""KeyRate30Y"": 0.0}","0.116848"
"2","93.605719000000","0.312329","3.576190","3.3","3.1542","{""KeyRate1Y"": -0.019, ""KeyRate2Y"": -0.044, ""KeyRate3M"": 0.002, ""KeyRate3Y"": 2.273, ""KeyRate4Y"": 0.924, ""KeyRate5Y"": 0.0, ""KeyRate6M"": -0.006, ""KeyRate6Y"": 0.0, ""KeyRate7Y"": 0.0, ""KeyRate8Y"": 0.0, ""KeyRate9Y"": 0.0, ""KeyRate10Y"": 0.0, ""KeyRate15Y"": 0.0, ""KeyRate20Y"": 0.0, ""KeyRate25Y"": 0.0, ""KeyRate30Y"": 0.0}","0.116623"
"2","93.583879000000","0.316438","3.585267","3.3","3.1514","{""KeyRate1Y"": -0.019, ""KeyRate2Y"": -0.044, ""KeyRate3M"": 0.002, ""KeyRate3Y"": 2.302, ""KeyRate4Y"": 0.886, ""KeyRate5Y"": 0.0, ""KeyRate6M"": -0.006, ""KeyRate6Y"": 0.0, ""KeyRate7Y"": 0.0, ""KeyRate8Y"": 0.0, ""KeyRate9Y"": 0.0, ""KeyRate10Y"": 0.0, ""KeyRate15Y"": 0.0, ""KeyRate20Y"": 0.0, ""KeyRate25Y"": 0.0, ""KeyRate30Y"": 0.0}","0.116429"
"2","93.598182000000","0.320548","3.582137","3.3","3.1487","{""KeyRate1Y"": -0.019, ""KeyRate2Y"": -0.044, ""KeyRate3M"": 0.002, ""KeyRate3Y"": 2.309, ""KeyRate4Y"": 0.876, ""KeyRate5Y"": 0.0, ""KeyRate6M"": -0.006, ""KeyRate6Y"": 0.0, ""KeyRate7Y"": 0.0, ""KeyRate8Y"": 0.0, ""KeyRate9Y"": 0.0, ""KeyRate10Y"": 0.0, ""KeyRate15Y"": 0.0, ""KeyRate20Y"": 0.0, ""KeyRate25Y"": 0.0, ""KeyRate30Y"": 0.0}","0.116249"
"2","93.251495000000","0.336986","3.706853","3.3","3.1358","{""KeyRate1Y"": -0.02, ""KeyRate2Y"": -0.046, ""KeyRate3M"": 0.002, ""KeyRate3Y"": 2.317, ""KeyRate4Y"": 0.868, ""KeyRate5Y"": 0.0, ""KeyRate6M"": -0.007, ""KeyRate6Y"": 0.0, ""KeyRate7Y"": 0.0, ""KeyRate8Y"": 0.0, ""KeyRate9Y"": 0.0, ""KeyRate10Y"": 0.0, ""KeyRate15Y"": 0.0, ""KeyRate20Y"": 0.0, ""KeyRate25Y"": 0.0, ""KeyRate30Y"": 0.0}","0.115367"
"2","93.389237000000","0.341096","3.661736","3.3","3.1339","{""KeyRate1Y"": -0.02, ""KeyRate2Y"": -0.046, ""KeyRate3M"": 0.002, ""KeyRate3Y"": 2.324, ""KeyRate4Y"": 0.858, ""KeyRate5Y"": 0.0, ""KeyRate6M"": -0.006, ""KeyRate6Y"": 0.0, ""KeyRate7Y"": 0.0, ""KeyRate8Y"": 0.0, ""KeyRate9Y"": 0.0, ""KeyRate10Y"": 0.0, ""KeyRate15Y"": 0.0, ""KeyRate20Y"": 0.0, ""KeyRate25Y"": 0.0, ""KeyRate30Y"": 0.0}","0.115239"
"2","93.493193000000","0.345206","3.628118","3.3","3.1318","{""KeyRate1Y"": -0.02, ""KeyRate2Y"": -0.045, ""KeyRate3M"": 0.002, ""KeyRate3Y"": 2.345, ""KeyRate4Y"": 0.829, ""KeyRate5Y"": 0.0, ""KeyRate6M"": -0.006, ""KeyRate6Y"": 0.0, ""KeyRate7Y"": 0.0, ""KeyRate8Y"": 0.0, ""KeyRate9Y"": 0.0, ""KeyRate10Y"": 0.0, ""KeyRate15Y"": 0.0, ""KeyRate20Y"": 0.0, ""KeyRate25Y"": 0.0, ""KeyRate30Y"": 0.0}","0.115097"
"2","93.264714000000","0.349315","3.707794","3.3","3.1277","{""KeyRate1Y"": -0.02, ""KeyRate2Y"": -0.047, ""KeyRate3M"": 0.002, ""KeyRate3Y"": 2.353, ""KeyRate4Y"": 0.821, ""KeyRate5Y"": 0.0, ""KeyRate6M"": -0.007, ""KeyRate6Y"": 0.0, ""KeyRate7Y"": 0.0, ""KeyRate8Y"": 0.0, ""KeyRate9Y"": 0.0, ""KeyRate10Y"": 0.0, ""KeyRate15Y"": 0.0, ""KeyRate20Y"": 0.0, ""KeyRate25Y"": 0.0, ""KeyRate30Y"": 0.0}","0.114819"
"2","93.345675000000","0.361644","3.685561","3.3","3.1200","{""KeyRate1Y"": -0.02, ""KeyRate2Y"": -0.047, ""KeyRate3M"": 0.002, ""KeyRate3Y"": 2.359, ""KeyRate4Y"": 0.811, ""KeyRate5Y"": 0.0, ""KeyRate6M"": -0.007, ""KeyRate6Y"": 0.0, ""KeyRate7Y"": 0.0, ""KeyRate8Y"": 0.0, ""KeyRate9Y"": 0.0, ""KeyRate10Y"": 0.0, ""KeyRate15Y"": 0.0, ""KeyRate20Y"": 0.0, ""KeyRate25Y"": 0.0, ""KeyRate30Y"": 0.0}","0.114301"
"2","93.493387000000","0.365753","3.636851","3.3","3.1181","{""KeyRate1Y"": -0.02, ""KeyRate2Y"": -0.045, ""KeyRate3M"": 0.002, ""KeyRate3Y"": 2.365, ""KeyRate4Y"": 0.801, ""KeyRate5Y"": 0.0, ""KeyRate6M"": -0.006, ""KeyRate6Y"": 0.0, ""KeyRate7Y"": 0.0, ""KeyRate8Y"": 0.0, ""KeyRate9Y"": 0.0, ""KeyRate10Y"": 0.0, ""KeyRate15Y"": 0.0, ""KeyRate20Y"": 0.0, ""KeyRate25Y"": 0.0, ""KeyRate30Y"": 0.0}","0.114178"
"2","93.279867000000","0.369863","3.711736","3.3","3.1142","{""KeyRate1Y"": -0.02, ""KeyRate2Y"": -0.047, ""KeyRate3M"": 0.002, ""KeyRate3Y"": 2.373, ""KeyRate4Y"": 0.792, ""KeyRate5Y"": 0.0, ""KeyRate6M"": -0.007, ""KeyRate6Y"": 0.0, ""KeyRate7Y"": 0.0, ""KeyRate8Y"": 0.0, ""KeyRate9Y"": 0.0, ""KeyRate10Y"": 0.0, ""KeyRate15Y"": 0.0, ""KeyRate20Y"": 0.0, ""KeyRate25Y"": 0.0, ""KeyRate30Y"": 0.0}","0.113907"
"2","93.138267000000","0.373973","3.762205","3.3","3.1106","{""KeyRate1Y"": -0.02, ""KeyRate2Y"": -0.048, ""KeyRate3M"": 0.002, ""KeyRate3Y"": 2.394, ""KeyRate4Y"": 0.764, ""KeyRate5Y"": 0.0, ""KeyRate6M"": -0.007, ""KeyRate6Y"": 0.0, ""KeyRate7Y"": 0.0, ""KeyRate8Y"": 0.0, ""KeyRate9Y"": 0.0, ""KeyRate10Y"": 0.0, ""KeyRate15Y"": 0.0, ""KeyRate20Y"": 0.0, ""KeyRate25Y"": 0.0, ""KeyRate30Y"": 0.0}","0.113666"
"2","93.466322000000","0.378082","3.651440","3.2","3.1098","{""KeyRate1Y"": -0.02, ""KeyRate2Y"": -0.046, ""KeyRate3M"": 0.002, ""KeyRate3Y"": 2.4, ""KeyRate4Y"": 0.754, ""KeyRate5Y"": 0.0, ""KeyRate6M"": -0.006, ""KeyRate6Y"": 0.0, ""KeyRate7Y"": 0.0, ""KeyRate8Y"": 0.0, ""KeyRate9Y"": 0.0, ""KeyRate10Y"": 0.0, ""KeyRate15Y"": 0.0, ""KeyRate20Y"": 0.0, ""KeyRate25Y"": 0.0, ""KeyRate30Y"": 0.0}","0.113616"
"2","93.368208000000","0.390411","3.690533","3.2","3.1010","{""KeyRate1Y"": -0.02, ""KeyRate2Y"": -0.047, ""KeyRate3M"": 0.002, ""KeyRate3Y"": 2.407, ""KeyRate4Y"": 0.745, ""KeyRate5Y"": 0.0, ""KeyRate6M"": -0.006, ""KeyRate6Y"": 0.0, ""KeyRate7Y"": 0.0, ""KeyRate8Y"": 0.0, ""KeyRate9Y"": 0.0, ""KeyRate10Y"": 0.0, ""KeyRate15Y"": 0.0, ""KeyRate20Y"": 0.0, ""KeyRate25Y"": 0.0, ""KeyRate30Y"": 0.0}","0.113028"
"2","93.344442000000","0.394521","3.700539","3.2","3.0982","{""KeyRate1Y"": -0.02, ""KeyRate2Y"": -0.048, ""KeyRate3M"": 0.002, ""KeyRate3Y"": 2.414, ""KeyRate4Y"": 0.736, ""KeyRate5Y"": 0.0, ""KeyRate6M"": -0.007, ""KeyRate6Y"": 0.0, ""KeyRate7Y"": 0.0, ""KeyRate8Y"": 0.0, ""KeyRate9Y"": 0.0, ""KeyRate10Y"": 0.0, ""KeyRate15Y"": 0.0, ""KeyRate20Y"": 0.0, ""KeyRate25Y"": 0.0, ""KeyRate30Y"": 0.0}","0.112835"
